index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,bom_awards,bom_awards_scr,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
47,b6153,w18709,o9994,"""""""i, frankenstein""""""",2014,65000000.0,71200000.0,0.0953846153846154,2014-01-24 00:00:00,1.0,1.0,24.0,3.0,1.0,92.0,3.0,[Marcus D'Arcy],"""[Lakeshore Entertainment, Hopscotch Features, Sidney Kimmel Entertainment]""","""['Aaron Eckhart', 'Bill Nighy', 'Yvonne Strahovski', 'Miranda Otto', 'Jai Courtney']""",['Stuart Beattie'],['Stuart Beattie'],Lionsgate,"""[Johnny Klimek, Reinhold Heil]""",[Ross Emery],"""['Gary Lucchesi', 'Tom Rosenberg', 'Richard Wright']""",,0.0,"['Aaron Eckhart', 'Bill Nighy', 'Yvonne Strahovski', 'Miranda Otto', 'Jai Courtney']",['Stuart Beattie'],['Stuart Beattie'],['Lionsgate'],"['Johnny Klimek', 'Reinhold Heil']",['Ross Emery'],"['Gary Lucchesi', 'Tom Rosenberg', 'Richard Wright']",523763.1953932147,0.0953846153846154,3.058241758241758,9.634180705066298,2.4299970353174603,0.8873110606837606,30.82274241984818
48,b6155,w18712,,"""""""i, robot """"""",2004,120000000.0,347200000.0,1.893333333333333,2004-07-16 00:00:00,7.0,3.0,198.0,28.0,0.0,115.0,3.0,"""[Richard Learoyd, Armen Minasian, William Hoy]""","""[Davis Entertainment, Laurence Mark Productions, Overbrook Films, Mediastream IV]""","""['Will Smith', 'Bridget Moynahan', 'Alan Tudyk', 'James Cromwell', 'Bruce Greenwood', 'Chi McBride', 'Shia LaBeouf']""",['Alex Proyas'],"""['Jeff Vintar', 'Akiva Goldsman']""",Fox,['Marco Beltrami'],[Simon Duggan],"""['John Davis', 'Wyck Godfrey', 'James Lassiter', 'Laurence Mark', 'Will Smith']""",Nominated for One Oscar.,1.0,"['Will Smith', 'Bridget Moynahan', 'Alan Tudyk', 'James Cromwell', 'Bruce Greenwood', 'Chi McBride', 'Shia LaBeouf']",['Alex Proyas'],"['Jeff Vintar', 'Akiva Goldsman']",['Fox'],['Marco Beltrami'],['Simon Duggan'],"['John Davis', 'Wyck Godfrey', 'James Lassiter', 'Laurence Mark', 'Will Smith']",712295.7345001892,1252667.989920635,88082.74675488514,32164.623051773695,148248.73830619847,536868.6069360964,187562.46297402622
49,b6483,w19718,o7367,"""""""it's a mad, mad, mad, mad world""""""",1963,9400000.0,60000000.0,5.382978723404255,2063-11-07 00:00:00,11.0,4.0,311.0,44.0,0.0,,7.0,"""[Frederic Knudtson, Robert C. Jones, Gene Fowler, Jr.]""",,Spencer Tracy|Milton Berle|Sid Caesar|Buddy Hackett,Stanley Kramer,,MGM,[Ernest Gold],[Ernest Laszlo],[Stanley Kramer],,0.0,"['Spencer Tracy', 'Milton Berle', 'Sid Caesar', 'Buddy Hackett']",['Stanley Kramer'],[''],['MGM'],['Ernest Gold'],['Ernest Laszlo'],['Stanley Kramer'],21.699453233898165,4.275559708644815,0.0,8137.10081522142,2.5721040189125293,2.7011185865184184,6.673736386801091
50,b6581,w19975,o2571,"""""""jeff, who lives at home""""""",2011,7500000.0,4400000.0,-0.4133333333333333,2012-03-16 00:00:00,3.0,1.0,76.0,11.0,0.0,83.0,4.0,[Jay Deuby],"""[Right of Way Films, Indian Paintbrush, Mr. Mudd]""","""['Jason Segel', 'Ed Helms', 'Susan Sarandon', 'Judy Greer']""","""['Jay Duplass', 'Mark Duplass']""","""['Jay Duplass', 'Mark Duplass']""",Paramount Vantage,[Michael Andrews],[Jas Shelton],"""['Steven M. Rales', 'Jason Reitman']""",,0.0,"['Jason Segel', 'Ed Helms', 'Susan Sarandon', 'Judy Greer']","['Jay Duplass', 'Mark Duplass']","['Jay Duplass', 'Mark Duplass']",['Paramount Vantage'],['Michael Andrews'],['Jas Shelton'],"['Steven M. Rales', 'Jason Reitman']",265757.8901605388,5.3641,11.554866666666666,10.244105012676705,2.3525462530200114,-0.4133333333333333,4.218541666666668
51,,w20136,o19711,"""""""joe smith, american""""""",1942,236000.0,708000.0,2.0,2042-02-01 00:00:00,2.0,1.0,32.0,4.0,0.0,,,[Elmo Veron],[Metro-Goldwyn-Mayer],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,b7297,w21811,o9739,"""""""legally blonde 2: red, white & blonde""""""",2003,45000000.0,124900000.0,1.7755555555555556,2003-07-02 00:00:00,7.0,3.0,183.0,26.0,1.0,95.0,3.0,[Peter Teschner],,"""['Reese Witherspoon', 'Sally Field', 'Jennifer Coolidge', 'Luke Wilson']""",,,MGM,['Rolfe Kent'],['Elliot Davis'],['Marc Platt'],,0.0,"['Reese Witherspoon', 'Sally Field', 'Jennifer Coolidge', 'Luke Wilson']",[''],[''],['MGM'],['Rolfe Kent'],['Elliot Davis'],['Marc Platt'],193868.18261639375,0.0,0.0,8137.10081522142,11.589057449913373,1.9495664929541012,14.931426077425193
53,,w22332,o9196,"""""""listen, darling""""""",1938,566000.0,583000.0,0.03003533568904593,2038-10-21 00:00:00,10.0,4.0,294.0,42.0,0.0,,,[Blanche Sewell],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,b7708,w23206,o2591,"""""""love, wedding, marriage""""""",2011,1200000.0,1926.0,-0.998395,2011-06-03 00:00:00,6.0,2.0,154.0,22.0,1.0,,3.0,[Heather Persons],"""[Chydzik Media Group, Voodoo Production Services, First Wedding Productions]""","""['Mandy Moore', 'Kellan Lutz', 'James Brolin', 'Jane Seymour']""",['Dermot Mulroney'],,IFC,[Blake Neely],[OÌttar GuÃ°nason],[Michelle Chydzik Sowa],,0.0,"['Mandy Moore', 'Kellan Lutz', 'James Brolin', 'Jane Seymour']",['Dermot Mulroney'],[''],['IFC'],['Blake Neely'],['OÌ\x81ttar GuÃ°nason'],['Michelle Chydzik Sowa'],12.196757278016621,-0.998395,0.0,11.203329044213515,0.48388132631578945,-0.99644305,-0.998395
55,b7753,w23414,o3837,"""""""lust, caution""""""",2007,15000000.0,67091915.0,3.4727943333333333,2007-09-28 00:00:00,9.0,3.0,271.0,38.0,0.0,158.0,5.0,[Tim Squyres],"""[River Road Entertainment, Haishang Films, Sil-Metropole Organisation]""","""['Tony Leung', 'Joan Chen']""",['Ang Lee'],['James Schamus'],Focus Features,['Alexandre Desplat'],[Rodrigo Prieto],"""[Ang Lee, William Kong, James Schamus]""",,0.0,"['Tony Leung', 'Joan Chen']",['Ang Lee'],['James Schamus'],['Focus Features'],['Alexandre Desplat'],['Rodrigo Prieto'],"['Ang Lee', 'William Kong', 'James Schamus']",6.945588666666667,25.243426263958302,21.404703865525743,8.893569679629504,9.162526224644033,13.583890332804318,66.42530087838469
56,,w24341,o11227,"""""""mary burns, fugitive""""""",1935,337152.0,513176.0,0.5220909263477601,2035-11-15 00:00:00,11.0,4.0,319.0,45.0,0.0,,,[],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,b8078,w24542,o8936,"""""""mcfarland, usa""""""",2015,17000000.0,45700000.0,1.688235294117647,2015-02-20 00:00:00,2.0,1.0,51.0,7.0,1.0,129.0,2.0,[David Coulson],"""[Walt Disney Pictures, Mayhem Pictures]""","""['Maria Bello', 'Kevin Costner']""",['Niki Caro'],,Buena Vista,[AntoÌnio Pinto],[Adam Arkapaw],"""[Mark Ciardi, Gordon Gray]""",,0.0,"['Maria Bello', 'Kevin Costner']",['Niki Caro'],[''],['Buena Vista'],['AntoÌ\x82nio Pinto'],['Adam Arkapaw'],"['Mark Ciardi', 'Gordon Gray']",134367.3532380424,2.337745098039216,0.0,29837.947263543883,1.688235294117647,0.9464784313725491,7.351871657754011
58,b8094,w24572,o10662,"""""""me, myself & irene""""""",2000,51000000.0,149270999.0,1.9268823333333327,2000-06-23 00:00:00,6.0,2.0,175.0,25.0,0.0,116.0,4.0,[Christopher Greenbury],[Conundrum Entertainment],"""['Jim Carrey', 'Chris Cooper', 'Tony Cox', 'Renee Zellweger']""",['The Farrelly Bros.'],['Mike Cerrone'],Fox,"""[Pete Yorn, Lee Scott]""",[Mark Irwin],"""['Bradley Thomas', 'Charles B. Wessler']""",,0.0,"['Jim Carrey', 'Chris Cooper', 'Tony Cox', 'Renee Zellweger']",['The Farrelly Bros.'],['Mike Cerrone'],['Fox'],"['Pete Yorn', 'Lee Scott']",['Mark Irwin'],"['Bradley Thomas', 'Charles B. Wessler']",262913.7239007952,3.8126262444196444,1.3767744999999998,32164.623051773695,3.8537646666666654,2.683187227181944,7.0678886304949184
59,b8166,w24772,,"""""""men, women & children """"""",2014,16000000.0,2200000.0,-0.8625,2014-10-01 00:00:00,10.0,4.0,274.0,39.0,0.0,119.0,4.0,[Dana E. Glauberman],[Right of Way Films],"""['Dean Norris', 'Adam Sandler', 'Ansel Elgort', 'Judy Greer', 'Jennifer Garner', 'Rosemarie DeWitt', 'J.K. Simmons*', 'Emma Thompson*']""",['Jason Reitman'],['Jason Reitman'],Paramount,[Bibio],[Eric Steelberg],['Jason Reitman'],,0.0,"['Dean Norris', 'Adam Sandler', 'Ansel Elgort', 'Judy Greer', 'Jennifer Garner', 'Rosemarie DeWitt', 'J.K. Simmons', 'Emma Thompson']",['Jason Reitman'],['Jason Reitman'],['Paramount'],['Bibio'],['Eric Steelberg'],['Jason Reitman'],6190223.614851749,11866676.0225,1.03375,30452.8729106452,-0.8625,7120009.66287523,-0.1002777777777778
60,,w25800,o17736,"""""""mother, jugs & speed""""""",1976,3220000.0,7630000.0,1.3695652173913044,1976-05-26 00:00:00,5.0,2.0,147.0,21.0,1.0,,,[Frank P. Keller],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,b8488,w25883,o7375,"""""""move over, darling""""""",1963,3350000.0,12705882.0,2.792800597014925,2063-12-19 00:00:00,12.0,4.0,353.0,50.0,0.0,103.0,6.0,[Robert L. Simpson],[20th Century Fox],"""['Doris Day', 'James Garner', 'Polly Bergen', 'Chuck Connors', 'Thelma Ritter', 'Fred Clark']""",['Michael Gordon'],"""['Hal Kanter', 'Jack Sher', 'Bella Spewack* ', 'Sam Spewack* ', 'Leo McCarey* ']""",Fox,['Lionel Newman'],['Daniel L. Fapp'],"""['Martin Melcher', 'Aaron Rosenberg']""",,0.0,"['Doris Day', 'James Garner', 'Polly Bergen', 'Chuck Connors', 'Thelma Ritter', 'Fred Clark']",['Michael Gordon'],"['Hal Kanter', 'Jack Sher', 'Bella Spewack ', 'Sam Spewack ', 'Leo McCarey ']",['Fox'],['Lionel Newman'],['Daniel L. Fapp'],"['Martin Melcher', 'Aaron Rosenberg']",29.402624877869577,2.792800597014925,11.624964956001747,32164.623051773695,1.388381780207338,4.538066965174129,3.849355866937804
62,b8730,w26566,o2115,"""""""mystery, alaska""""""",1999,28000000.0,8891623.0,-0.6824420357142857,1999-10-01 00:00:00,10.0,4.0,274.0,39.0,0.0,119.0,4.0,[Jon Poll],[Hollywood Pictures],['Russell Crowe'],['Jay Roach'],,Buena Vista,['Carter Burwell'],['Peter Deming'],['Shauna Robertson*'],,0.0,['Russell Crowe'],['Jay Roach'],[''],['Buena Vista'],['Carter Burwell'],['Peter Deming'],['Shauna Robertson'],61661.417237004345,3.792405336816734,0.0,29837.947263543883,58208.5074659615,7.981653168725554,4.884492563458532
63,b8850,w26955,,"""""""new york, new york (1977 film)""""""",1977,14000000.0,16399999.999999998,0.1714285714285713,1977-06-22 00:00:00,6.0,2.0,173.0,25.0,0.0,163.0,2.0,"""[Bert Lovitt, David Ramirez, Tom Rolf]""","""[Chartoff, Winkler, Productions]""",['Robert DeNiro'],['Martin Scorsese'],,United Artists,"""[John Kander, Fred Ebb]""",[LaÌszloÌ KovaÌcs],['Irwin Winkler'],,0.0,['Robert DeNiro'],['Martin Scorsese'],[''],['United Artists'],"['John Kander', 'Fred Ebb']",['LaÌ\x81szloÌ\x81 KovaÌ\x81cs'],['Irwin Winkler'],8.8179548807335,14.100110667239829,0.0,227.45368100358,29.852872915601502,16.356055064866034,24.93648916301992
64,,w27004,,"""""""nick carter, master detective """"""",,379000.0,456000.0,0.2031662269129288,,,,,,,,,[Elmo Veron],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,,w27312,o21563,"""""""no leave, no love""""""",1946,1778000.0,3785000.0,1.1287964004499438,2046-10-03 00:00:00,10.0,4.0,276.0,39.0,0.0,,,[],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,,w27389,,"""""""no, no, nanette (1940 film)""""""",,570000.0,940000.0,0.6491228070175439,,,,,,,,,[Elmo Williams],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,,w27584,o19765,"""""""now, voyager""""""",1942,761000.0,2200000.0,1.8909329829172141,2042-10-31 00:00:00,10.0,4.0,304.0,43.0,0.0,,,[Warren Low],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,b9083,w27640,o10672,"""""""o brother, where art thou?""""""",2000,26000000.0,71900000.0,1.765384615384615,2000-12-22 00:00:00,12.0,4.0,357.0,51.0,1.0,107.0,3.0,"""[Roderick Jaynes, Tricia Cooke]""","""[Mike Zoss Productions, Touchstone Pictures, StudioCanal, Working Title Films]""","""['George Clooney', 'Holly Hunter']""",['Joel Coen'],"""['Ethan Coen', 'Joel Coen']""",Buena Vista,[T Bone Burnett],['Roger Deakins'],"""['Tim Bevan', 'Ethan Coen', 'Eric Fellner']""",Nominated for Two Oscars.,2.0,"['George Clooney', 'Holly Hunter']",['Joel Coen'],"['Ethan Coen', 'Joel Coen']",['Buena Vista'],['T Bone Burnett'],['Roger Deakins'],"['Tim Bevan', 'Ethan Coen', 'Eric Fellner']",317580.40516033367,9.190099136567417,18.047763733595268,29837.947263543883,12.731318681318681,8.201016812615013,444023.79667745717
69,,w28191,o19426,"""""""one, two, three""""""",1961,3000000.0,4000000.0,0.3333333333333333,2061-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,,,[Daniel Mandell],"""[The Mirisch Company, Pyramid Productions, A. G.]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,,w28789,o18097,"""""""paradise, hawaiian style""""""",1966,2000000.0,2500000.0,0.25,2066-06-15 00:00:00,6.0,2.0,166.0,24.0,0.0,,,[Warren Low],"""[Paramount Pictures, Hal Wallis Productions]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,,w28863,,"""""""paris, texas """"""",,1800000.0,2200000.0,0.2222222222222222,,,,,,,,,[Peter Przygodda],"""[Road Movies Filmproduktion, Channel Four Films, Argos Films, Westdeutscher Rundfunk (WDR)]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,b9713,w29627,,"""""""planes, trains and automobiles""""""",1987,30.0,49.5,0.65,1987-11-25 00:00:00,11.0,4.0,329.0,47.0,1.0,92.0,4.0,[Paul Hirsch],[Hughes Entertainment],"""['Steve Martin', 'John Candy', 'Kevin Bacon*']""",['John Hughes'],['John Hughes'],Paramount,"""[Ira Newborn, (score), Brian Banks and, Anthony Marinelli, (additional music)]""",[Donald Peterman],['John Hughes'],,0.0,"['Steve Martin', 'John Candy', 'Kevin Bacon']",['John Hughes'],['John Hughes'],['Paramount'],"['Ira Newborn', '(score)', 'Brian Banks and', 'Anthony Marinelli', '(additional music)']",['Donald Peterman'],['John Hughes'],90.93206622574645,10.527575344196034,7.863556807039336,30452.8729106452,11.87594361046704,10.756194058861624,9.464931467476688
73,,w30812,o5573,"""""""rachel, rachel""""""",1968,780000.0,3000000.0,2.8461538461538463,2068-08-26 00:00:00,8.0,3.0,239.0,35.0,0.0,,,[Dede Allen],[Kayos Productions],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,,w31691,o9277,"""""""rich man, poor girl""""""",1938,240000.0,498000.0,1.075,2038-08-12 00:00:00,8.0,3.0,224.0,32.0,0.0,,,[Frank E. Hull],[],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,,w31698,o1849,"""""""rich, young and pretty""""""",1951,1528000.0,2999000.0,0.962696335078534,2051-07-09 00:00:00,7.0,3.0,190.0,28.0,0.0,,,[Gene Ruggiero],[MGM],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,,w31752,o14009,"""""""ride, vaquero!""""""",1953,1128000.0,3427000.0,2.0381205673758864,2053-07-17 00:00:00,7.0,3.0,198.0,28.0,0.0,,,[Harold F. Kress],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,,w32704,o10338,"""""""salome, where she danced""""""",1945,1159225.0,2598964.0,1.2419840841941814,2045-04-17 00:00:00,4.0,2.0,107.0,16.0,0.0,90.0,,[Russell F. Schoengarth],[Walter Wanger Productions],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,b10834,w33464,o15925,"""""""see no evil, hear no evil""""""",1989,18000000.0,46900000.0,1.6055555555555556,1989-05-12 00:00:00,5.0,2.0,132.0,19.0,0.0,103.0,4.0,[Robert C. Jones],,"""['Richard Pryor', 'Gene Wilder', 'Kevin Spacey']""",,,TriStar,[Stewart Copeland],[Victor J. Kemper],[Marvin Worth],,0.0,"['Richard Pryor', 'Gene Wilder', 'Kevin Spacey']",[''],[''],['TriStar'],['Stewart Copeland'],['Victor J. Kemper'],['Marvin Worth'],26.878297709782153,0.0,0.0,49687.78064095513,0.640401291165295,6.487273118151169,4.182019459528076
79,b16826,w33689,o15926,"""""""sex, lies, and videotape""""""",1989,1200000.0,24700000.0,19.58333333333333,1989-08-04 00:00:00,8.0,3.0,216.0,31.0,0.0,100.0,4.0,[Steven Soderbergh],[Outlaw Productions],['James Spader'],['Steven Soderbergh'],['Steven Soderbergh'],Miramax,['Cliff Martinez'],[Walt Lloyd],['Nick Wechsler'],Nominated for One Oscar.,1.0,['James Spader'],['Steven Soderbergh'],['Steven Soderbergh'],['Miramax'],['Cliff Martinez'],['Walt Lloyd'],['Nick Wechsler'],18.78043376068376,8.215430841213198,6.938599470085468,16.049127728176597,3.134820422928353,7.7830927406417105,6.3528056838530835
80,,w34300,,"""""""silent night, deadly night part 2""""""",,100000.0,154323.0,0.54323,,,,,,,,,[Lee Harry],[Silent Night Releasing Corporation],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,b11112,w34297,o3213,"""""""silent night, deadly night""""""",1984,1065000.0,2491460.0,1.339399061032864,1984-11-09 00:00:00,11.0,4.0,314.0,45.0,1.0,,4.0,[Michael Spence],[Slayride],,,,TriStar,[Perry Botkin],[Henning Schellerup],"""[Ira Richard Barmak, Scott J. Schneid, Dennis Whitehead]""",,0.0,[''],[''],[''],['TriStar'],['Perry Botkin'],['Henning Schellerup'],"['Ira Richard Barmak', 'Scott J. Schneid', 'Dennis Whitehead']",0.0,0.0,0.0,49687.78064095513,1.339399061032864,1.339399061032864,4.018197183098592
82,,w34532,,"""""""sister, sister (1987 film)""""""",,4000000.0,743445.0,-0.81413875,,,,,,,,,[Virginia Katz],[New World Entertainment Films],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,b11175,w34570,o13615,"""""""six days, seven nights""""""",1998,70000000.0,164800000.0,1.3542857142857143,1998-06-12 00:00:00,6.0,2.0,163.0,23.0,0.0,98.0,3.0,"""[Wendy Greene Bricmont, Sheldon Kahn]""","""[Touchstone Pictures, Caravan Pictures, Northern Lights Entertainment, Roger Birnbaum Productions]""","""['Harrison Ford', 'David Schwimmer']""",['Ivan Reitman'],,Buena Vista,['Randy Edelman'],['Michael Chapman'],"""['Roger Birnbaum', 'Joe Medjuck', 'Ivan Reitman']""",,0.0,"['Harrison Ford', 'David Schwimmer']",['Ivan Reitman'],[''],['Buena Vista'],['Randy Edelman'],['Michael Chapman'],"['Roger Birnbaum', 'Joe Medjuck', 'Ivan Reitman']",27.804182667008465,7.292799638863417,0.0,29837.947263543883,5.002743768826045,9.477448679992722,51902.45873722543
84,,w34881,o4963,"""""""smash-up, the story of a woman""""""",1947,1360286.0,2301555.0,0.6919640428556936,2047-03-01 00:00:00,3.0,1.0,60.0,8.0,0.0,103.0,,[Milton Carruth],[Walter Wanger Productions],,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,,w34969,o21878,"""""""snoopy, come home""""""",1972,1000000.0,245073.0,-0.754927,1972-08-09 00:00:00,8.0,3.0,222.0,32.0,0.0,80.0,7.0,[Chuck McCann],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,,w35428,,"""""""south of heaven, west of hell """"""",,4000000.0,28149.0,-0.99296275,,,,,,,,,"""[Robert A. Ferretti, Mike Murphy]""","""[Delta Deuce Films, Goldmount Pictures, Movie Mongrel, Trimark Pictures]""",,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,b11425,w35444,o2143,"""""""south park: bigger, longer & uncut""""""",1999,21000000.0,83100000.0,2.9571428571428573,1999-06-30 00:00:00,6.0,2.0,181.0,26.0,1.0,81.0,4.0,[John Venzon],,,['Trey Parker'],"""['Pam Brady', 'Trey Parker', 'Matt Stone']""",Paramount,['Marc Shaiman'],,['Scott Rudin'],Nominated for One Oscar.,1.0,[''],['Trey Parker'],"['Pam Brady', 'Trey Parker', 'Matt Stone']",['Paramount'],['Marc Shaiman'],[''],['Scott Rudin'],0.0,2.0625232857142857,6.529229568338666,30452.8729106452,187100.1477415492,0.0,7.296947355448301
88,b11825,w36678,,"""""""suddenly, last summer """"""",1959,3000000.0,6375000.0,1.125,2059-12-22 00:00:00,12.0,4.0,356.0,51.0,0.0,114.0,6.0,"""[William Hornbeck, Thomas Stanford]""",,"""['Elizabeth Taylor', 'Katharine Hepburn', 'Montgomery Clift', 'Albert Dekker', 'Mercedes McCambridge', 'Gary Raymond']""",['Joseph L. Mankiewicz'],"""['Tennessee Williams', 'Gore Vidal']""",Columbia,"""['Malcolm Arnold', 'Buxton Orr']""",['Jack Hildyard'],['Sam Spiegel'],,0.0,"['Elizabeth Taylor', 'Katharine Hepburn', 'Montgomery Clift', 'Albert Dekker', 'Mercedes McCambridge', 'Gary Raymond']",['Joseph L. Mankiewicz'],"['Tennessee Williams', 'Gore Vidal']",['Columbia'],"['Malcolm Arnold', 'Buxton Orr']",['Jack Hildyard'],['Sam Spiegel'],35.798287156208225,1.3156854198855805,3.4097222222222223,53226.00151865051,6.651785714285714,5.526785714285714,5.936058941058943
89,b11905,w36920,o16739,"""""""surfer, dude""""""",2008,6000000.0,52132.0,-0.9913113333333332,2008-09-05 00:00:00,9.0,3.0,249.0,35.0,1.0,85.0,4.0,[Nancy Richardson],[Playtone],"""['Matthew McConaughey', 'Woody Harrelson']""",,,Anchor Bay Films,[Blake Neely],['Elliot Davis'],"""[Gus Gustawes, Mark Gustawes, Matthew McConaughey]""",,0.0,"['Matthew McConaughey', 'Woody Harrelson']",[''],[''],['Anchor Bay Films'],['Blake Neely'],['Elliot Davis'],"['Gus Gustawes', 'Mark Gustawes', 'Matthew McConaughey']",212001.65676535148,0.0,0.0,-0.9093098940996168,0.48388132631578945,1.9495664929541012,-2.973934
90,b11990,w37171,o16742,"""""""synecdoche, new york""""""",2008,20000000.0,4400000.0,-0.78,2008-10-24 00:00:00,10.0,4.0,298.0,42.0,0.0,123.0,4.0,[Robert Frazen],[Sidney Kimmel Entertainment],"""['Philip Seymour Hoffman', 'Samantha Morton', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Dianne Wiest', 'Jennifer Jason Leigh', 'Hope Davis']""",['Charlie Kaufman'],['Charlie Kaufman'],Sony Classics,[Jon Brion],[Frederick Elmes],"""['Spike Jonze', 'Sidney Kimmel']""",,0.0,"['Philip Seymour Hoffman', 'Samantha Morton', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Dianne Wiest', 'Jennifer Jason Leigh', 'Hope Davis']",['Charlie Kaufman'],['Charlie Kaufman'],['Sony Classics'],['Jon Brion'],['Frederick Elmes'],"['Spike Jonze', 'Sidney Kimmel']",442660.3507423916,-0.78,5.857660256410257,185178.91962402276,4.513437074204382,1.8034233753047504,11.081715167331165
91,,w37423,,"""""""tarzan, the ape man (1959 film)""""""",,689000.0,1710000.0,1.481857764876633,,,,,,,,,[Gene Ruggiero],,,,,,,,,,0.0,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,b12085,w37424,,"""""""tarzan, the ape man (1981 film)""""""",1981,6500000.0,36565280.0,4.625427692307691,1981-07-24 00:00:00,7.0,3.0,205.0,29.0,0.0,107.0,4.0,[Jimmy Ling],,,,,MGM,[Perry Botkin Jr.],"""[John Derek, Wolfgang Dickmann]""",[Bo Derek],,0.0,[''],[''],[''],['MGM'],['Perry Botkin Jr.'],"['John Derek', 'Wolfgang Dickmann']",['Bo Derek'],0.0,0.0,0.0,8137.10081522142,3.7391844343891396,9.250855384615383,4.625427692307691
